"";"name1";"measurement"
"7";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-7.8"
"17";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.2"
"27";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.2"
"37";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-12.6"
"47";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-14.5"
"57";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-18.4"
"67";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-22.0"
"77";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-22.3"
"87";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-20.4"
"97";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.1"
"107";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-22.8"
"117";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-19.9"
"127";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-16.5"
"137";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-8.2"
"147";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-5.7"
"157";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-4.3"
"167";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.7"
"177";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.1"
"187";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-8.2"
"197";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-10.1"
"207";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-7.6"
"217";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-6.5"
"227";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-5.0"
"237";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-5.1"
"247";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-19.4"
"257";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-25.4"
"267";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.1"
"277";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-12.1"
"287";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-8.5"
"297";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-12.1"
"307";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-8.4"
