"";"name1";"measurement"
"7";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.9"
"17";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.9"
"27";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-4.4"
"37";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.9"
"47";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-26.5"
"57";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-24.7"
"67";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-6.5"
"77";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-4.0"
"87";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-7.6"
"97";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-17.5"
"107";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-28.4"
"117";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-35.3"
"127";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-21.7"
"137";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.8"
"147";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.3"
"157";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-4.0"
"167";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.0"
"177";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-7.5"
"187";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-25.9"
"197";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.8"
"207";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-28.3"
"217";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-21.2"
"227";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.1"
"237";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-19.5"
"247";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.6"
"257";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-4.5"
"267";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-4.8"
"277";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-5.1"
"287";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-8.5"
"297";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.1"
"307";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-15.4"
"317";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.2"
"327";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.5"
"337";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.0"
"347";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-15.6"
"357";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.4"
"367";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-7.4"
"377";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-3.5"
"387";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.7"
"397";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.3"
"407";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.4"
"417";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.4"
"427";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-3.9"
"437";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.5"
"447";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-22.3"
"457";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-20.2"
"467";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-4.8"
"477";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-3.3"
"487";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-3.4"
"497";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.6"
"507";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.5"
"517";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.7"
"527";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.2"
"537";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-6.3"
"547";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.8"
"557";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.2"
"567";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.6"
"577";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.5"
"587";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.3"
"597";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.0"
"607";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.4"
"617";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.6"
"627";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.4"
"637";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.7"
"647";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.6"
"657";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.7"
"667";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"1.0"
"677";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.4"
"687";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.2"
"697";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-4.6"
"707";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.8"
"717";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.2"
"727";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"1.2"
"737";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.9"
"747";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.5"
"757";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"1.0"
"767";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.8"
"777";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.5"
"787";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-5.6"
"797";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.0"
"807";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.4"
"817";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-4.5"
"827";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-7.9"
"837";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.3"
"847";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-6.7"
"857";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-3.4"
"867";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.6"
"877";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.4"
"887";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.5"
"897";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.3"
"907";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.4"
"917";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.5"
"927";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.3"
"937";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"1.4"
"947";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"1.3"
"957";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.3"
"967";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"3.7"
"977";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"3.1"
"987";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.8"
"997";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.5"
"1007";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.1"
"1017";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.7"
"1027";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"3.3"
"1037";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"3.0"
"1047";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"3.0"
"1057";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.7"
"1067";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"1.1"
"1077";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"3.1"
"1087";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"3.3"
"1097";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"2.4"
"1107";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"4.8"
"1117";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"2.5"
"1127";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.0"
"1137";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.3"
"1147";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.3"
"1157";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.7"
"1167";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.7"
"1177";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.2"
"1187";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.9"
"1197";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.5"
