"";"name1";"measurement"
"7";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-14.2"
"17";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.7"
"27";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-10.6"
"37";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-6.2"
"47";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-10.1"
"57";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-17.7"
"67";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-26.0"
"77";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-16.0"
"87";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.2"
"97";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-8.4"
"107";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-14.5"
"117";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-17.5"
"127";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-16.6"
"137";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-22.1"
"147";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-29.8"
"157";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.0"
"167";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-15.3"
"177";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-25.3"
"187";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-19.1"
"197";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-19.0"
"207";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-10.7"
"217";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.0"
"227";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.1"
"237";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-6.0"
"247";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-3.7"
"257";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-18.7"
"267";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-3.4"
"277";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.9"
"287";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.8"
"297";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-16.1"
"307";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-27.8"
"317";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-34.7"
"327";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-33.0"
"337";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-33.4"
"347";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-32.8"
"357";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-36.1"
"367";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-28.7"
"377";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-20.8"
"387";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-20.5"
"397";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-6.3"
"407";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.4"
"417";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.1"
"427";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.5"
"437";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-5.4"
"447";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-8.3"
"457";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-5.2"
"467";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-7.4"
"477";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-7.1"
"487";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-10.8"
"497";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.8"
