"";"name1";"measurement"
"7";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-16.9"
"17";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.2"
"27";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-16.4"
"37";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-25.4"
"47";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-25.4"
"57";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-26.6"
"67";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-27.7"
"77";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-26.4"
"87";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-32.8"
"97";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-28.6"
"107";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-22.1"
"117";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.1"
"127";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-16.5"
"137";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.1"
"147";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-15.5"
"157";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.1"
"167";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.4"
"177";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-21.2"
"187";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-18.0"
"197";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.9"
"207";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.9"
"217";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.8"
"227";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-20.4"
"237";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.8"
"247";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-18.5"
"257";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-28.5"
"267";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-22.4"
"277";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.6"
"287";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.6"
"297";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.7"
"307";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.5"
"317";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-18.1"
"327";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.0"
"337";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-22.5"
"347";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-21.0"
"357";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-24.4"
"367";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-29.4"
"377";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-30.5"
"387";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-19.3"
"397";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-15.5"
"407";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.2"
"417";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-7.7"
"427";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-8.1"
"437";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-4.6"
"447";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-8.2"
"457";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.4"
"467";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-18.9"
"477";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-20.7"
"487";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-26.0"
"497";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-19.7"
"507";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-22.3"
