"";"name1";"measurement"
"7";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.8"
"17";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.5"
"27";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-12.7"
"37";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.2"
"47";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-16.0"
"57";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-18.6"
"67";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-19.8"
"77";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-28.5"
"87";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.9"
"97";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-10.4"
"107";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.1"
"117";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-16.4"
"127";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-20.1"
"137";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-18.3"
"147";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-17.6"
"157";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-15.7"
"167";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-12.4"
"177";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-6.8"
"187";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-5.5"
"197";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-14.2"
"207";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-21.2"
"217";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-10.2"
"227";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-5.4"
"237";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-6.0"
"247";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-8.9"
"257";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.3"
"267";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-14.3"
"277";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.9"
"287";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-28.0"
"297";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-28.0"
"307";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-28.7"
"317";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-26.7"
"327";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.0"
"337";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-15.6"
"347";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-12.0"
"357";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-5.9"
"367";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-1.7"
"377";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.5"
"387";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.9"
"397";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-7.5"
"407";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.7"
"417";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.3"
"427";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-19.1"
"437";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-19.6"
"447";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-18.7"
"457";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-22.8"
"467";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-26.6"
"477";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-27.2"
"487";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.2"
"497";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.8"
"507";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-26.6"
"517";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.9"
"527";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-25.4"
"537";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-29.4"
"547";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-29.4"
"557";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-28.8"
"567";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-21.3"
"577";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-17.9"
"587";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-16.2"
"597";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-12.4"
"607";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-10.1"
"617";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.2"
"627";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.5"
"637";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-14.2"
"647";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.5"
"657";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.4"
"667";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-18.1"
"677";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-16.5"
"687";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-23.5"
"697";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-19.0"
"707";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-5.4"
"717";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-6.5"
"727";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-5.3"
"737";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.0"
"747";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.3"
"757";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.0"
"767";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.0"
"777";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-8.6"
"787";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.2"
"797";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.5"
"807";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.8"
"817";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-8.9"
"827";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-7.3"
"837";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-10.2"
"847";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-12.1"
"857";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-12.3"
"867";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-16.5"
"877";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-14.0"
"887";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-7.6"
"897";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-9.2"
"907";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-15.9"
"917";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-14.2"
"927";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-14.0"
"937";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-15.4"
"947";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-12.7"
"957";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.2"
"967";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-10.7"
"977";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-14.9"
"987";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-13.8"
"997";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-11.8"
"1007";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-6.2"
"1017";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-4.2"
"1027";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.7"
"1037";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.6"
"1047";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-2.6"
"1057";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-0.1"
"1067";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-4.5"
"1077";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"-6.9"
"1087";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"0.8"
"1097";"Sodankylä Lapin ilmatieteellinen tutkimuskeskus";"2.1"
