"";"name1";"measurement"
"2";"Helsinki Kaisaniemi";"-15.4"
"12";"Helsinki Kaisaniemi";"-5.9"
"22";"Helsinki Kaisaniemi";"-2.0"
"32";"Helsinki Kaisaniemi";"-6.6"
"42";"Helsinki Kaisaniemi";"-5.4"
"52";"Helsinki Kaisaniemi";"-4.3"
"62";"Helsinki Kaisaniemi";"-7.6"
"72";"Helsinki Kaisaniemi";"-11.9"
"82";"Helsinki Kaisaniemi";"-13.0"
"92";"Helsinki Kaisaniemi";"-14.0"
"102";"Helsinki Kaisaniemi";"-7.6"
"112";"Helsinki Kaisaniemi";"-4.8"
"122";"Helsinki Kaisaniemi";"-5.4"
"132";"Helsinki Kaisaniemi";"-7.9"
"142";"Helsinki Kaisaniemi";"-7.1"
"152";"Helsinki Kaisaniemi";"-4.8"
"162";"Helsinki Kaisaniemi";"-2.8"
"172";"Helsinki Kaisaniemi";"-8.9"
"182";"Helsinki Kaisaniemi";"-2.4"
"192";"Helsinki Kaisaniemi";"-6.3"
"202";"Helsinki Kaisaniemi";"-8.9"
"212";"Helsinki Kaisaniemi";"-13.7"
"222";"Helsinki Kaisaniemi";"-13.5"
"232";"Helsinki Kaisaniemi";"-15.8"
"242";"Helsinki Kaisaniemi";"-12.8"
"252";"Helsinki Kaisaniemi";"-5.7"
"262";"Helsinki Kaisaniemi";"-6.3"
"272";"Helsinki Kaisaniemi";"-3.9"
"282";"Helsinki Kaisaniemi";"-3.2"
"292";"Helsinki Kaisaniemi";"0.8"
"302";"Helsinki Kaisaniemi";"0.0"
"312";"Helsinki Kaisaniemi";"1.4"
"322";"Helsinki Kaisaniemi";"1.7"
"332";"Helsinki Kaisaniemi";"1.4"
"342";"Helsinki Kaisaniemi";"0.9"
"352";"Helsinki Kaisaniemi";"0.4"
"362";"Helsinki Kaisaniemi";"-0.1"
"372";"Helsinki Kaisaniemi";"-0.2"
"382";"Helsinki Kaisaniemi";"-7.7"
"392";"Helsinki Kaisaniemi";"-5.1"
"402";"Helsinki Kaisaniemi";"-1.6"
"412";"Helsinki Kaisaniemi";"-0.4"
"422";"Helsinki Kaisaniemi";"1.6"
"432";"Helsinki Kaisaniemi";"1.2"
"442";"Helsinki Kaisaniemi";"-2.2"
"452";"Helsinki Kaisaniemi";"-1.1"
"462";"Helsinki Kaisaniemi";"-5.1"
"472";"Helsinki Kaisaniemi";"-4.6"
"482";"Helsinki Kaisaniemi";"0.1"
"492";"Helsinki Kaisaniemi";"0.5"
"502";"Helsinki Kaisaniemi";"0.5"
"512";"Helsinki Kaisaniemi";"-0.2"
"522";"Helsinki Kaisaniemi";"2.7"
"532";"Helsinki Kaisaniemi";"1.2"
"542";"Helsinki Kaisaniemi";"1.0"
"552";"Helsinki Kaisaniemi";"1.8"
"562";"Helsinki Kaisaniemi";"2.1"
"572";"Helsinki Kaisaniemi";"1.9"
"582";"Helsinki Kaisaniemi";"4.2"
"592";"Helsinki Kaisaniemi";"-0.2"
"602";"Helsinki Kaisaniemi";"-4.0"
"612";"Helsinki Kaisaniemi";"-7.3"
"622";"Helsinki Kaisaniemi";"-0.9"
"632";"Helsinki Kaisaniemi";"-0.3"
"642";"Helsinki Kaisaniemi";"-4.3"
"652";"Helsinki Kaisaniemi";"0.3"
"662";"Helsinki Kaisaniemi";"-0.6"
"672";"Helsinki Kaisaniemi";"1.3"
"682";"Helsinki Kaisaniemi";"0.0"
"692";"Helsinki Kaisaniemi";"2.6"
"702";"Helsinki Kaisaniemi";"1.6"
"712";"Helsinki Kaisaniemi";"0.6"
"722";"Helsinki Kaisaniemi";"0.9"
"732";"Helsinki Kaisaniemi";"1.4"
"742";"Helsinki Kaisaniemi";"1.3"
"752";"Helsinki Kaisaniemi";"0.1"
"762";"Helsinki Kaisaniemi";"-0.9"
"772";"Helsinki Kaisaniemi";"0.3"
"782";"Helsinki Kaisaniemi";"1.4"
"792";"Helsinki Kaisaniemi";"0.9"
"802";"Helsinki Kaisaniemi";"1.6"
"812";"Helsinki Kaisaniemi";"4.0"
"822";"Helsinki Kaisaniemi";"0.7"
"832";"Helsinki Kaisaniemi";"1.4"
"842";"Helsinki Kaisaniemi";"2.0"
"852";"Helsinki Kaisaniemi";"1.6"
