"";"name1";"measurement"
"2";"Helsinki Kaisaniemi";"-13.6"
"12";"Helsinki Kaisaniemi";"-13.5"
"22";"Helsinki Kaisaniemi";"-2.5"
"32";"Helsinki Kaisaniemi";"-0.7"
"42";"Helsinki Kaisaniemi";"1.9"
"52";"Helsinki Kaisaniemi";"1.5"
"62";"Helsinki Kaisaniemi";"-0.6"
"72";"Helsinki Kaisaniemi";"-1.6"
"82";"Helsinki Kaisaniemi";"1.5"
"92";"Helsinki Kaisaniemi";"1.1"
"102";"Helsinki Kaisaniemi";"-0.2"
"112";"Helsinki Kaisaniemi";"-8.6"
"122";"Helsinki Kaisaniemi";"-11.3"
"132";"Helsinki Kaisaniemi";"-8.0"
"142";"Helsinki Kaisaniemi";"-6.0"
"152";"Helsinki Kaisaniemi";"-1.7"
"162";"Helsinki Kaisaniemi";"-0.5"
"172";"Helsinki Kaisaniemi";"-0.2"
"182";"Helsinki Kaisaniemi";"-4.9"
"192";"Helsinki Kaisaniemi";"-10.2"
"202";"Helsinki Kaisaniemi";"-7.4"
"212";"Helsinki Kaisaniemi";"-4.7"
"222";"Helsinki Kaisaniemi";"-6.8"
"232";"Helsinki Kaisaniemi";"-5.7"
"242";"Helsinki Kaisaniemi";"-4.4"
"252";"Helsinki Kaisaniemi";"-4.2"
"262";"Helsinki Kaisaniemi";"-7.7"
"272";"Helsinki Kaisaniemi";"-4.5"
"282";"Helsinki Kaisaniemi";"-5.3"
"292";"Helsinki Kaisaniemi";"-6.1"
"302";"Helsinki Kaisaniemi";"-6.0"
"312";"Helsinki Kaisaniemi";"-5.3"
"322";"Helsinki Kaisaniemi";"0.2"
"332";"Helsinki Kaisaniemi";"0.8"
"342";"Helsinki Kaisaniemi";"0.1"
"352";"Helsinki Kaisaniemi";"-0.2"
"362";"Helsinki Kaisaniemi";"-4.2"
"372";"Helsinki Kaisaniemi";"-13.0"
"382";"Helsinki Kaisaniemi";"-18.7"
"392";"Helsinki Kaisaniemi";"-18.5"
"402";"Helsinki Kaisaniemi";"-13.5"
"412";"Helsinki Kaisaniemi";"-3.1"
"422";"Helsinki Kaisaniemi";"-9.4"
"432";"Helsinki Kaisaniemi";"-13.3"
"442";"Helsinki Kaisaniemi";"-6.2"
"452";"Helsinki Kaisaniemi";"-2.3"
"462";"Helsinki Kaisaniemi";"0.4"
