"";"name1";"measurement"
"2";"Helsinki Kaisaniemi";"2.9"
"12";"Helsinki Kaisaniemi";"3.6"
"22";"Helsinki Kaisaniemi";"4.1"
"32";"Helsinki Kaisaniemi";"2.9"
"42";"Helsinki Kaisaniemi";"0.8"
"52";"Helsinki Kaisaniemi";"1.2"
"62";"Helsinki Kaisaniemi";"0.4"
"72";"Helsinki Kaisaniemi";"-1.4"
"82";"Helsinki Kaisaniemi";"1.7"
"92";"Helsinki Kaisaniemi";"-2.4"
"102";"Helsinki Kaisaniemi";"1.6"
"112";"Helsinki Kaisaniemi";"1.5"
"122";"Helsinki Kaisaniemi";"2.4"
"132";"Helsinki Kaisaniemi";"3.3"
"142";"Helsinki Kaisaniemi";"4.6"
"152";"Helsinki Kaisaniemi";"3.1"
"162";"Helsinki Kaisaniemi";"4.7"
"172";"Helsinki Kaisaniemi";"3.5"
"182";"Helsinki Kaisaniemi";"3.4"
"192";"Helsinki Kaisaniemi";"0.4"
"202";"Helsinki Kaisaniemi";"0.1"
"212";"Helsinki Kaisaniemi";"-2.2"
"222";"Helsinki Kaisaniemi";"-0.4"
"232";"Helsinki Kaisaniemi";"0.9"
"242";"Helsinki Kaisaniemi";"-2.6"
"252";"Helsinki Kaisaniemi";"-1.3"
"262";"Helsinki Kaisaniemi";"-0.5"
"272";"Helsinki Kaisaniemi";"-3.7"
"282";"Helsinki Kaisaniemi";"-2.0"
"292";"Helsinki Kaisaniemi";"0.5"
"302";"Helsinki Kaisaniemi";"1.8"
"312";"Helsinki Kaisaniemi";"1.8"
"322";"Helsinki Kaisaniemi";"-1.9"
"332";"Helsinki Kaisaniemi";"-0.2"
"342";"Helsinki Kaisaniemi";"1.4"
"352";"Helsinki Kaisaniemi";"0.7"
"362";"Helsinki Kaisaniemi";"3.1"
"372";"Helsinki Kaisaniemi";"0.1"
"382";"Helsinki Kaisaniemi";"-0.4"
"392";"Helsinki Kaisaniemi";"1.5"
"402";"Helsinki Kaisaniemi";"1.5"
"412";"Helsinki Kaisaniemi";"4.8"
"422";"Helsinki Kaisaniemi";"4.2"
"432";"Helsinki Kaisaniemi";"3.4"
"442";"Helsinki Kaisaniemi";"1.9"
"452";"Helsinki Kaisaniemi";"2.7"
"462";"Helsinki Kaisaniemi";"3.1"
"472";"Helsinki Kaisaniemi";"3.3"
"482";"Helsinki Kaisaniemi";"1.1"
"492";"Helsinki Kaisaniemi";"-2.4"
"502";"Helsinki Kaisaniemi";"-5.8"
"512";"Helsinki Kaisaniemi";"-5.9"
"522";"Helsinki Kaisaniemi";"-5.2"
"532";"Helsinki Kaisaniemi";"-0.7"
"542";"Helsinki Kaisaniemi";"-2.3"
"552";"Helsinki Kaisaniemi";"-3.1"
"562";"Helsinki Kaisaniemi";"-4.4"
"572";"Helsinki Kaisaniemi";"-0.3"
"582";"Helsinki Kaisaniemi";"0.7"
"592";"Helsinki Kaisaniemi";"-0.3"
"602";"Helsinki Kaisaniemi";"-1.7"
"612";"Helsinki Kaisaniemi";"-6.5"
"622";"Helsinki Kaisaniemi";"-0.5"
"632";"Helsinki Kaisaniemi";"-2.1"
"642";"Helsinki Kaisaniemi";"-1.7"
"652";"Helsinki Kaisaniemi";"-5.7"
"662";"Helsinki Kaisaniemi";"-8.4"
"672";"Helsinki Kaisaniemi";"-7.9"
"682";"Helsinki Kaisaniemi";"-10.2"
"692";"Helsinki Kaisaniemi";"-11.1"
"702";"Helsinki Kaisaniemi";"-11.2"
"712";"Helsinki Kaisaniemi";"-10.7"
"722";"Helsinki Kaisaniemi";"-8.1"
"732";"Helsinki Kaisaniemi";"-6.9"
"742";"Helsinki Kaisaniemi";"-8.8"
"752";"Helsinki Kaisaniemi";"-10.1"
"762";"Helsinki Kaisaniemi";"-3.1"
"772";"Helsinki Kaisaniemi";"1.4"
"782";"Helsinki Kaisaniemi";"-0.2"
"792";"Helsinki Kaisaniemi";"0.2"
"802";"Helsinki Kaisaniemi";"-1.5"
"812";"Helsinki Kaisaniemi";"-1.7"
"822";"Helsinki Kaisaniemi";"-0.6"
"832";"Helsinki Kaisaniemi";"-1.7"
"842";"Helsinki Kaisaniemi";"-1.3"
"852";"Helsinki Kaisaniemi";"-1.2"
"862";"Helsinki Kaisaniemi";"-1.3"
"872";"Helsinki Kaisaniemi";"-0.7"
"882";"Helsinki Kaisaniemi";"-3.1"
"892";"Helsinki Kaisaniemi";"2.0"
"902";"Helsinki Kaisaniemi";"2.5"
